4.2495,1.3106,0.080409,0.12281
3.7825,1.37,0.070274,0.10526
3.9368,1.3973,0.084093,0.10526
4.5565,1.4302,0.065437,0.15789
4.2648,1.3644,0.080454,0.12281
3.7535,1.343,0.072946,0.10526
3.7779,1.2796,0.09274,0.10526
4.3721,1.3675,0.057677,0.12281
3.8688,1.3739,0.077152,0.10526
3.9237,1.3846,0.086788,0.12281
4.5983,1.4283,0.058958,0.12281
4.4066,1.3838,0.060432,0.14035
3.798,1.3909,0.085265,0.10526
3.8031,1.3112,0.092372,0.10526
3.9971,1.3304,0.073544,0.10526
3.9273,1.362,0.090047,0.12281
4.141,1.3926,0.07298,0.10526
3.8528,1.3496,0.0812,0.10526
3.9083,1.264,0.081813,0.10526
3.705,1.309,0.083454,0.12281
3.942,1.3193,0.085,0.10526
4.0042,1.4298,0.095232,0.12281
4.8491,1.4646,0.058346,0.14035
4.1532,1.309,0.083779,0.12281
4.2463,1.4332,0.068427,0.12281
3.8427,1.321,0.10882,0.10526
4.3227,1.4153,0.062367,0.14035
4.5949,1.4786,0.051732,0.12281
3.9536,1.4462,0.084044,0.10526
4.2082,1.3708,0.081983,0.10526
4.1201,1.4543,0.092839,0.12281
3.9934,1.3339,0.083649,0.10526
4.0875,1.4108,0.070313,0.10526
4.161,1.4412,0.10351,0.10526
3.8427,1.3326,0.083162,0.10526
3.8102,1.3044,0.092133,0.10526
4.0411,1.3766,0.09327,0.10526
4.0134,1.3583,0.080552,0.10526
3.9943,1.4238,0.069712,0.10526
4.0321,1.3596,0.073304,0.12281
4.1923,1.3644,0.069448,0.12281
4.0741,1.3948,0.081166,0.10526
3.8433,1.262,0.082918,0.10526
4.6568,1.4966,0.064078,0.15789
4.0426,1.3387,0.088048,0.10526
4.6042,1.4743,0.055651,0.14035
3.9714,1.3191,0.0957,0.10526
3.9964,1.3059,0.091204,0.10526
4.4068,1.3946,0.066872,0.12281
4.6953,1.4659,0.063368,0.14035
4.1897,1.3069,0.078638,0.12281
3.8508,1.2812,0.087654,0.10526
3.8606,1.3615,0.096439,0.10526
3.8997,1.374,0.070093,0.087719
4.0508,1.3084,0.12535,0.12281
4.0087,1.3509,0.068557,0.10526
4.0575,1.2873,0.069592,0.10526
3.8476,1.2155,0.081158,0.10526
3.9191,1.3001,0.068768,0.087719
4.0224,1.3637,0.084567,0.10526
3.9001,1.2565,0.083924,0.087719
4.9731,1.5479,0.054033,0.15789
3.9414,1.3004,0.096694,0.10526
4.3185,1.3864,0.073338,0.12281
3.9163,1.4127,0.07995,0.10526
3.9056,1.2728,0.070744,0.087719
4.0121,1.3165,0.069009,0.10526
3.8374,1.3241,0.10921,0.12281
3.85,1.3609,0.090273,0.10526
4.0099,1.2584,0.093842,0.10526
4.016,1.2385,0.11711,0.10526
3.7421,1.323,0.095548,0.10526
3.8677,1.3148,0.094109,0.10526
3.8574,1.2417,0.079895,0.087719
4.3649,1.3797,0.056964,0.14035
3.9592,1.2183,0.1199,0.087719
3.9893,1.3424,0.073975,0.10526
3.9736,1.2885,0.094177,0.10526
3.8023,1.315,0.082424,0.12281
3.579,1.2203,0.097811,0.087719
3.7996,1.1919,0.089753,0.087719
3.831,1.2799,0.078142,0.087719
3.8835,1.2944,0.099259,0.10526
3.944,1.3157,0.10076,0.10526
3.8017,1.2907,0.074279,0.10526
4.1093,1.3737,0.061724,0.12281
4.7218,1.4274,0.053751,0.14035
4.159,1.3703,0.087696,0.10526
4.278,1.3977,0.089961,0.14035
3.6486,1.389,0.092928,0.087719
4.0141,1.4472,0.108,0.10526
4.195,1.4063,0.11223,0.10526
3.9388,1.3493,0.074152,0.10526
4.1356,1.3304,0.072092,0.12281
4.2253,1.4215,0.073031,0.12281
3.9305,1.302,0.11651,0.087719
3.7538,1.2305,0.12266,0.10526
3.868,1.3657,0.096705,0.10526
4.3945,1.5028,0.078466,0.12281
4.1703,1.4146,0.097288,0.10526
4.0138,1.3347,0.073932,0.12281
3.9153,1.4394,0.08149,0.10526
4.0882,1.3662,0.097095,0.10526
3.867,1.3599,0.10767,0.087719
3.9033,1.3792,0.093909,0.10526
4.7706,1.5791,0.059818,0.17544
4.8384,1.5405,0.06526,0.14035
4.5507,1.4559,0.10805,0.14035
4.133,1.3736,0.07084,0.10526
3.9596,1.3111,0.088006,0.087719
3.9482,1.3307,0.087273,0.10526
3.9072,1.3361,0.090777,0.10526
3.7759,1.3417,0.079468,0.10526
4.0356,1.2973,0.084175,0.12281
4.5498,1.4317,0.08156,0.14035
4.0347,1.3126,0.095975,0.12281
4.0295,1.4269,0.094275,0.12281
4.0384,1.4011,0.088404,0.10526
3.8938,1.304,0.081444,0.12281
3.7806,1.3583,0.12356,0.087719
3.873,1.3243,0.12151,0.10526
4.6681,1.4826,0.06398,0.14035
3.9512,1.321,0.085389,0.10526
4.0021,1.3372,0.078809,0.10526
4.128,1.2833,0.080862,0.10526
3.983,1.3475,0.082486,0.12281
4.1283,1.2421,0.12985,0.10526
3.885,1.3005,0.072784,0.10526
4.0192,1.3153,0.084974,0.10526
4.3819,1.4332,0.073881,0.12281
3.8207,1.2866,0.082583,0.10526
3.787,1.307,0.10871,0.12281
4.4309,1.3782,0.09542,0.10526
4.0473,1.2507,0.089346,0.10526
3.8358,1.218,0.10184,0.10526
3.7206,1.3082,0.092665,0.10526
3.8705,1.3208,0.083968,0.087719
3.9511,1.2737,0.096751,0.087719
3.8054,1.3094,0.16084,0.10526
3.8398,1.297,0.091492,0.10526
3.9651,1.3798,0.085466,0.10526
4.1535,1.292,0.075677,0.10526
3.8569,1.1546,0.095603,0.10526
3.7263,1.3239,0.10257,0.10526
4.0435,1.3194,0.08155,0.10526
3.7385,1.2711,0.13346,0.10526
4.0212,1.3288,0.083416,0.12281
4.0451,1.3295,0.11161,0.12281
3.9552,1.2809,0.070935,0.10526
3.8837,1.2169,0.10422,0.10526
3.8352,1.314,0.089097,0.10526
3.8609,1.2395,0.091949,0.10526
3.9785,1.3012,0.1003,0.10526
3.9368,1.2979,0.077026,0.10526
3.9498,1.3137,0.088271,0.12281
4.0223,1.3401,0.11138,0.12281
3.9465,1.3182,0.10473,0.10526
3.568,1.2671,0.10919,0.087719
3.875,1.2219,0.088856,0.10526
4.3907,1.4187,0.090721,0.12281
3.8834,1.3156,0.080667,0.10526
3.9888,1.2758,0.091033,0.10526
4.0124,1.3149,0.087466,0.10526
3.9785,1.3286,0.086366,0.10526
3.8517,1.322,0.10353,0.10526
3.8137,1.2222,0.092361,0.087719
3.811,1.2456,0.11018,0.10526
3.9141,1.2699,0.082804,0.10526
4.0673,1.2308,0.088625,0.12281
3.9193,1.2916,0.08567,0.12281
5.0575,1.5117,0.057235,0.15789
4.5385,1.4704,0.071274,0.14035
3.8676,1.2317,0.092901,0.10526
3.7549,1.2103,0.08251,0.10526
4.9957,1.5331,0.053239,0.15789
3.9276,1.2467,0.082554,0.10526
4.0057,1.2514,0.077195,0.10526
3.858,1.2541,0.13972,0.10526
4.3888,1.3377,0.067591,0.12281
3.8896,1.3068,0.091876,0.087719
3.8064,1.2008,0.085664,0.10526
3.7762,1.3557,0.082552,0.10526
3.8099,1.3026,0.13479,0.10526
4.0199,1.3301,0.1042,0.10526
4.0289,1.3076,0.11911,0.10526
4.0114,1.3653,0.084757,0.12281
4.1353,1.311,0.079095,0.12281
4.0112,1.2463,0.072297,0.10526
3.8044,1.2013,0.078793,0.087719
3.8938,1.3321,0.090681,0.10526
3.7737,1.2375,0.09213,0.10526
4.3932,1.4177,0.11482,0.14035
4.0086,1.3638,0.10782,0.12281
4.0449,1.3452,0.084604,0.087719
3.8972,1.2877,0.073636,0.10526
3.8387,1.1966,0.079313,0.087719
4.3975,1.3959,0.099743,0.10526
3.9011,1.257,0.11289,0.087719
3.9128,1.3111,0.1169,0.12281
4.8072,1.4962,0.06096,0.14035
2.0027,1.415,0.1838,0.10526
4.4821,2.1052,0.063318,0.24561
5.9759,2.2215,0.045167,0.31579
4.589,1.658,0.10474,0.10526
2.5439,1.4315,0.076433,0.14035
5.094,2.9646,0.063553,0.10526
5.8178,2.3276,0.070269,0.10526
1.579,0.37505,0.077059,0.26316
6.3401,4.2057,0.059457,0.10526
6.3242,3.6131,0.060395,0.087719
6.2835,2.1403,0.064992,0.087719
5.614,2.4598,0.042941,0.12281
6.5734,2.3734,0.038767,0.24561
6.4469,3.4521,0.068039,0.087719
5.9654,3.1976,0.070358,0.087719
6.6629,2.0526,0.062559,0.087719
6.4514,4.1154,0.070568,0.087719
6.5565,3.007,0.064863,0.087719
6.0706,2.8204,0.061355,0.087719
6.363,1.996,0.031953,0.15789
6.9405,2.41,0.06078,0.19298
5.4356,3.4357,0.076666,0.087719
6.1023,4.4084,0.07013,0.087719
6.0867,2.2348,0.069609,0.087719
6.1477,2.0548,0.073494,0.087719
6.0394,2.741,0.066781,0.087719
6.0216,2.0284,0.074338,0.087719
6.4477,2.5432,0.048262,0.14035
6.6445,2.3834,0.043542,0.21053
6.8287,2.6416,0.040172,0.21053
5.3109,2.9777,0.068454,0.087719
6.1048,3.5,0.072017,0.087719
5.6244,2.7234,0.074388,0.087719
5.9858,2.0119,0.064697,0.070175
6.2599,1.8542,0.06066,0.070175
5.7337,2.8277,0.070773,0.087719
6.047,2.1358,0.070007,0.087719
3.6902,4.8196,0.030154,0.31579
6.1396,2.0206,0.03952,0.15789
6.3933,1.8404,0.034351,0.17544
6.849,2.6202,0.036082,0.22807
5.4649,2.3078,0.083427,0.070175
3.2801,2.2704,0.031419,0.17544
6.1179,2.8822,0.063241,0.070175
5.8413,2.6648,0.067999,0.087719
5.7413,5.3588,0.078348,0.087719
6.0553,3.9673,0.067026,0.087719
6.0635,3.0177,0.063576,0.087719
5.9226,2.1898,0.069459,0.087719
6.187,2.1114,0.038128,0.15789
6.1869,2.1895,0.045946,0.15789
4.3655,2.5689,0.13423,0.087719
6.3145,3.0699,0.065783,0.087719
6.1031,3.3179,0.067931,0.087719
6.1887,2.9418,0.070477,0.087719
3.1021,5.6795,0.049273,0.22807
5.7788,4.5484,0.072377,0.087719
6.3301,2.7144,0.065591,0.087719
6.1009,2.4775,0.068004,0.087719
6.4044,2.04,0.037425,0.17544
7.0645,2.2692,0.054034,0.21053
5.9669,2.4539,0.071969,0.087719
6.3598,2.7043,0.073065,0.087719
6.2459,2.3285,0.066953,0.087719
6.5818,2.4205,0.058409,0.087719
6.2055,2.8682,0.065186,0.087719
6.4578,1.8751,0.072122,0.087719
5.9746,1.9661,0.036434,0.14035
6.0805,2.3166,0.037216,0.12281
5.0076,2.4423,0.11083,0.087719
1.6209,0.71644,0.08956,0.19298
5.9932,4.0536,0.062157,0.087719
6.6031,3.1843,0.071942,0.070175
6.0159,2.6246,0.077456,0.087719
6.1633,0.16288,0.046942,0.24561
5.9653,1.5354,0.059522,0.087719
6.8586,2.0736,0.055784,0.087719
6.4008,2.4343,0.046555,0.17544
6.1888,1.9973,0.029415,0.17544
7.3761,2.13,0.050052,0.21053
5.1508,2.1172,0.10792,0.070175
5.3699,2.0314,0.049138,0.087719
5.0752,1.6452,0.072091,0.14035
5.9734,1.8646,0.056206,0.087719
7.2485,2.6941,0.047762,0.087719
6.216,2.6049,0.05868,0.087719
5.8615,1.8236,0.051616,0.087719
7.1809,1.5885,0.061504,0.070175
5.6468,2.3192,0.049945,0.17544
5.3254,2.0474,0.039732,0.14035
5.6082,2.2467,0.042275,0.12281
5.5411,2.84,0.11611,0.087719
5.6916,2.5258,0.06193,0.087719
6.8191,2.815,0.059552,0.087719
4.5782,2.7892,0.083676,0.087719
5.0522,1.8202,0.084037,0.14035
7.0067,1.3156,0.057363,0.10526
6.233,1.4797,0.072687,0.10526
5.7816,1.6512,0.073809,0.10526
6.8806,1.5891,0.048941,0.087719
6.003,2.2923,0.043031,0.19298
5.6939,2.07,0.061698,0.21053
6.6395,2.0353,0.056362,0.15789
5.2113,2.2246,0.056556,0.26316
2.9764,2.6668,0.12752,0.15789
2.2702,0.83239,0.13779,0.24561
5.0915,1.7052,0.081444,0.070175
6.0677,2.4522,0.063906,0.10526
6.4614,2.2171,0.073197,0.087719
5.5862,2.1591,0.061066,0.087719
5.5988,1.6032,0.062297,0.087719
2.6007,0.23265,0.12188,0.15789
6.7617,1.3305,0.059541,0.070175
6.1779,1.1876,0.078606,0.087719
6.5596,1.4287,0.06255,0.087719
6.0424,2.3869,0.056332,0.10526
7.5275,1.4642,0.059532,0.087719
5.8735,1.5905,0.057385,0.087719
3.4052,2.594,0.10103,0.19298
6.197,2.1351,0.030368,0.17544
5.6248,1.7801,0.032455,0.17544
6.0854,1.8158,0.036579,0.14035
4.6444,2.224,0.04547,0.15789
5.7623,2.3295,0.045422,0.19298
5.5796,1.3936,0.078877,0.22807
4.3869,2.1184,0.088666,0.087719
1.9811,0.95204,0.13036,0.24561
5.9003,1.8977,0.058052,0.087719
5.4345,1.9776,0.054196,0.087719
2.7113,1.2581,0.067266,0.17544
5.4721,2.1525,0.053779,0.087719
6.6582,1.8894,0.059894,0.12281
5.3335,1.4904,0.058176,0.070175
6.246,2.2968,0.055733,0.087719
5.75,2.6148,0.061545,0.087719
6.3034,2.0941,0.057881,0.087719
3.3387,3.0418,0.10473,0.24561
6.5279,1.9464,0.032463,0.22807
6.5209,2,0.030141,0.22807
7.5071,2.2329,0.060542,0.14035
4.5938,2.7602,0.13095,0.087719
1.6773,0.27475,0.09024,0.087719
1.5251,37.781,0.10133,0.14035
6.6986,1.9324,0.055891,0.087719
6.6177,1.4498,0.065946,0.087719
6.7537,1.1224,0.072161,0.087719
1.9899,0.29273,0.1121,0.29825
6.2252,1.7882,0.062647,0.087719
